Date,NIFTY,GOLD,USDINR,CRUDE,GSEC10Y
2022-12-28,18122.5,1807.9000244140625,82.7761001586914,78.95999908447266,
2022-12-29,18191.0,1819.5,82.85199737548828,78.4000015258789,
2022-12-30,18105.30078125,1819.699951171875,82.83509826660156,80.26000213623047,
2023-01-02,18197.44921875,1819.699951171875,82.74980163574219,80.26000213623047,
2023-01-03,18232.55078125,1839.699951171875,82.70600128173828,76.93000030517578,
2023-01-04,18042.94921875,1852.800048828125,82.78569793701172,72.83999633789062,
2023-01-05,17992.150390625,1834.800048828125,82.66649627685547,73.66999816894531,
2023-01-06,17859.44921875,1864.199951171875,82.64520263671875,73.7699966430664,
2023-01-09,18101.19921875,1872.699951171875,82.27339935302734,74.62999725341797,
2023-01-10,17914.150390625,1871.5999755859375,82.18009948730469,75.12000274658203,
2023-01-11,17895.69921875,1874.5999755859375,81.63739776611328,77.41000366210938,
2023-01-12,17858.19921875,1895.5,81.63179779052734,78.38999938964844,
2023-01-13,17956.599609375,1918.4000244140625,81.1156005859375,79.86000061035156,
2023-01-16,17894.849609375,1918.4000244140625,81.27799987792969,79.86000061035156,
2023-01-17,18053.30078125,1907.199951171875,81.65260314941406,80.18000030517578,
2023-01-18,18165.349609375,1904.4000244140625,81.52549743652344,79.4800033569336,
2023-01-19,18107.849609375,1922.0999755859375,81.43599700927734,80.33000183105469,
2023-01-20,18027.650390625,1926.4000244140625,81.23979949951172,81.30999755859375,
2023-01-23,18118.55078125,1927.0999755859375,80.97599792480469,81.62000274658203,
2023-01-24,18118.30078125,1933.9000244140625,81.48799896240234,80.12999725341797,
2023-01-25,17891.94921875,1941.199951171875,81.60189819335938,80.1500015258789,
2023-01-26,17891.94921875,1929.0999755859375,81.50270080566406,81.01000213623047,
2023-01-27,17604.349609375,1928.5999755859375,81.44509887695312,79.68000030517578,
2023-01-30,17648.94921875,1922.9000244140625,81.50800323486328,77.9000015258789,
2023-01-31,17662.150390625,1929.5,81.57990264892578,78.87000274658203,
2023-02-01,17616.30078125,1927.800048828125,81.76840209960938,76.41000366210938,
2023-02-02,17610.400390625,1916.300048828125,81.71029663085938,75.87999725341797,
2023-02-03,17854.05078125,1862.9000244140625,82.0458984375,73.38999938964844,
2023-02-06,17764.599609375,1866.199951171875,82.22599792480469,74.11000061035156,
2023-02-07,17721.5,1871.699951171875,82.75499725341797,77.13999938964844,
2023-02-08,17871.69921875,1877.4000244140625,82.74189758300781,78.47000122070312,
2023-02-09,17893.44921875,1866.199951171875,82.65950012207031,78.05999755859375,
2023-02-10,17856.5,1862.800048828125,82.533203125,79.72000122070312,
2023-02-13,17770.900390625,1851.9000244140625,82.51300048828125,80.13999938964844,
2023-02-14,17929.849609375,1854.0,82.59739685058594,79.05999755859375,
2023-02-15,18015.849609375,1834.199951171875,82.86759948730469,78.58999633789062,
2023-02-16,18035.849609375,1842.0,82.73770141601562,78.48999786376953,
2023-02-17,17944.19921875,1840.4000244140625,82.69529724121094,76.33999633789062,
2023-02-20,17844.599609375,1840.4000244140625,82.75800323486328,76.33999633789062,
2023-02-21,17826.69921875,1833.0,82.69750213623047,76.16000366210938,
2023-02-22,17554.30078125,1832.0,82.86119842529297,73.94999694824219,
2023-02-23,17511.25,1818.0,82.83529663085938,75.38999938964844,
2023-02-24,17465.80078125,1808.800048828125,82.6178970336914,76.31999969482422,
2023-02-27,17392.69921875,1817.0,82.91799926757812,75.68000030517578,
2023-02-28,17303.94921875,1828.9000244140625,82.6520004272461,77.05000305175781,
2023-03-01,17450.900390625,1837.699951171875,82.6353988647461,77.69000244140625,
2023-03-02,17321.900390625,1833.5,82.4198989868164,78.16000366210938,
2023-03-03,17594.349609375,1847.699951171875,82.35569763183594,79.68000030517578,
2023-03-06,17711.44921875,1847.9000244140625,81.7125015258789,80.45999908447266,
2023-03-07,17711.44921875,1813.9000244140625,81.85440063476562,77.58000183105469,
2023-03-08,17754.400390625,1812.699951171875,82.07460021972656,76.66000366210938,
2023-03-09,17589.599609375,1829.300048828125,81.9645004272461,75.72000122070312,
2023-03-10,17412.900390625,1862.0,82.01840209960938,76.68000030517578,
2023-03-13,17154.30078125,1911.699951171875,81.95800018310547,74.80000305175781,
2023-03-14,17043.30078125,1906.199951171875,82.41739654541016,71.33000183105469,
2023-03-15,16972.150390625,1926.5999755859375,82.30490112304688,67.61000061035156,
2023-03-16,16985.599609375,1919.0,82.7156982421875,68.3499984741211,
2023-03-17,17100.05078125,1969.800048828125,82.622802734375,66.73999786376953,
2023-03-20,16988.400390625,1979.199951171875,82.53299713134766,67.63999938964844,
2023-03-21,17107.5,1938.0,82.52909851074219,69.33000183105469,
2023-03-22,17151.900390625,1946.800048828125,82.677001953125,70.9000015258789,
2023-03-23,17076.900390625,1993.800048828125,82.52580261230469,69.95999908447266,
2023-03-24,16945.05078125,1982.0999755859375,82.26529693603516,69.26000213623047,
2023-03-27,16985.69921875,1952.4000244140625,82.33879852294922,72.80999755859375,
2023-03-28,16951.69921875,1972.4000244140625,82.21489715576172,73.19999694824219,
2023-03-29,17080.69921875,1966.0999755859375,82.16429901123047,72.97000122070312,
2023-03-30,17080.69921875,1980.300048828125,82.25540161132812,74.37000274658203,
2023-03-31,17359.75,1969.0,82.10050201416016,75.66999816894531,
2023-04-03,17398.05078125,1983.9000244140625,82.18479919433594,80.41999816894531,
2023-04-04,17398.05078125,2022.199951171875,82.14089965820312,80.70999908447266,
2023-04-05,17557.05078125,2020.9000244140625,82.11479949951172,80.61000061035156,
2023-04-06,17599.150390625,2011.9000244140625,81.94999694824219,80.69999694824219,
2023-04-07,17599.150390625,2011.9000244140625,81.831298828125,80.69999694824219,
2023-04-10,17624.05078125,1989.0999755859375,81.88480377197266,79.73999786376953,
2023-04-11,17722.30078125,2004.800048828125,81.98390197753906,81.52999877929688,
2023-04-12,17812.400390625,2010.9000244140625,82.07009887695312,83.26000213623047,
2023-04-13,17828.0,2041.300048828125,81.96060180664062,82.16000366210938,
2023-04-14,17828.0,2002.199951171875,81.68070220947266,82.5199966430664,
2023-04-17,17706.849609375,1994.199951171875,81.84480285644531,80.83000183105469,
